,height,number,rate
0,0,774474717.0,0.7878364227294922
1,1,0.0,0.0
2,2,0.0,0.0
3,3,0.0,0.0
4,4,0.0,0.0
5,5,0.0,0.0
6,6,69555297.0,0.07075530700683594
7,7,0.0,0.0
8,8,536.0,5.452473958333333e-07
9,9,25057420.0,0.025489725748697917
10,10,0.0,0.0
11,11,702.0,7.14111328125e-07
12,12,22529029.0,0.022917713419596353
13,13,0.0,0.0
14,14,0.0,0.0
15,15,23234825.0,0.02363568623860677
16,16,0.0,0.0
17,17,0.0,0.0
18,18,25520709.0,0.025961007690429687
19,19,0.0,0.0
20,20,0.0,0.0
21,21,11192634.0,0.011385736083984375
22,22,0.0,0.0
23,23,200.0,2.0345052083333335e-07
24,24,7353580.0,0.007480448404947917
25,25,0.0,0.0
26,26,0.0,0.0
27,27,2938689.0,0.0029893890380859375
28,28,0.0,0.0
29,29,0.0,0.0
30,30,2957830.0,0.003008860270182292
31,31,0.0,0.0
32,32,118.0,1.2003580729166666e-07
33,33,1528008.0,0.0015543701171875
34,34,0.0,0.0
35,35,0.0,0.0
36,36,1985459.0,0.002019713338216146
37,37,0.0,0.0
38,38,0.0,0.0
39,39,939743.0,0.0009559560139973958
40,40,0.0,0.0
41,41,0.0,0.0
42,42,1012369.0,0.001029835001627604
43,43,0.0,0.0
44,44,219.0,2.227783203125e-07
45,45,1518544.0,0.0015447428385416666
46,46,0.0,0.0
47,47,1941.0,1.9744873046875e-06
48,48,1041649.0,0.0010596201578776043
49,49,0.0,0.0
50,50,0.0,0.0
51,51,625887.0,0.0006366851806640625
52,52,0.0,0.0
53,53,394.0,4.007975260416667e-07
54,54,1387857.0,0.0014118011474609374
55,55,0.0,0.0
56,56,0.0,0.0
