rmse,mae,me,count
5.244911884979342,3.0807707356287657,3.0552902012869914,166588510.0
5.02140744320326,4.059286428089557,-2.929643028053863,12504811.0
7.882345643255277,6.859836761366107,-6.276590280160393,16007152.0
15.533968810352755,13.618928023941795,-7.2724346593797335,1438224.0
23.42806374511285,20.585192449392654,-9.645272996878585,766346.0
33.17724871750091,29.732687275324412,-20.961691305771904,144728.0
66.82503351872134,59.249544395493885,-57.30448114812484,141269.0
22.44471139473225,19.59803515274817,-14.47640331672605,0.0
5.654330399136676,3.6531200559236803,1.7353579310996838,0.0
