rmse,mae,me,count
10.228284234398261,5.695839474123101,5.695839474123101,155499814.0
9.430386538254442,5.075290602237689,2.4201725600423796,19025146.0
8.311873001919915,6.349708103485258,-3.6617396457044746,14428915.0
11.732325105780404,10.347662727739076,-7.792213424565727,4362778.0
17.118621792060093,14.179057506865414,-9.324210541878111,2705590.0
27.663310604194177,23.43986692479366,-22.458044218592036,1277924.0
46.86632618538614,43.49898787443315,-43.48374892135053,290873.0
18.764446780284775,15.512344744811047,-11.22913495970363,0.0
10.305767634919514,6.0731187158081665,3.9391466065465317,0.0
